uniqueid,Divorce_date,Date_of_marriage,Age_partner_man,Marriage_duration,Type_of_divorce,Num_Children,DOB_partner_man,Level_of_education_partner_man,year_of_marriage,year_of_DOB,year_of_Divorse,month_of_DOB,day_of_DOB,DONE,dayun,man時干,man時支,man日干,man日支,man月干,man月支,man年干,man年支,Year_marriage_ganzhi,man日支同年支,man日支六沖,man日支六合,man流年天干十神,man流年地支十神,man財透干,man財得地,man日干五合,man日柱天地合,man流年雙體財,man日干支關係,man日支半三合,man日支半三會局,man日支暗合,man流年大運天地合,man流年大運伏吟,當令,man大運天干十神,man大運地支十神,man大運財透干,man大運財得地,man年干十神,man年支十神,man月干十神,man月支十神,年月有多少財,年月有多少官,本命日支六合,本命日支三合,本命日支被三合或六合,日支大運六合,日支大運三合,日支被大運三合或六合,流年之前日支被合,marriage_age,marri_age_group,man大運財透干2,man大運財得地2,man大運日支六沖,man大運日支六合,man大運日干五合,man大運日柱天地合,man財透干2,man財得地2,man流年大運地支伏吟
66,2008-07-01,1968-12-26,61.0,40.0,Necesario,4.0,1947-06-06,SECUNDARIA,1968,1947,2008,6,6,1,癸卯,戊,子,丙,辰,乙,巳,丁,亥,戊申,False,False,False,食神,偏財,False,True,False,False,False,日干生日支,True,False,False,False,False,1,正官,正印,False,False,劫財,七殺,正印,劫財,0,1,no,no,no,no,no,no,no,21,0-20,False,False,False,False,False,False,False,True,False
67,2009-07-01,2008-04-25,31.0,1.0,Voluntario,,1977-10-02,PROFESIONAL,2008,1977,2009,10,2,1,丙午,庚,子,壬,辰,己,酉,丁,巳,戊子,False,False,False,七殺,劫財,False,False,False,False,False,日支剋日干,True,False,False,False,False,0,偏財,偏財,True,True,正財,正財,正官,正印,2,1,yes,no,yes,no,no,no,yes,31,21-30,True,True,False,False,False,False,False,False,False
68,2011-07-01,2009-02-04,25.0,2.0,Necesario,1.0,1985-11-20,SECUNDARIA,2009,1985,2011,11,20,1,甲申,壬,子,癸,亥,丁,亥,乙,丑,己丑,False,False,False,七殺,七殺,False,False,False,False,False,比和,False,True,False,False,False,1,傷官,正印,False,False,食神,七殺,偏財,劫財,1,1,no,no,no,no,no,no,no,24,21-30,False,False,False,False,False,False,False,False,False
69,2013-07-01,2007-01-30,31.0,4.0,Necesario,1.0,1981-07-06,PROFESIONAL,2007,1981,2013,7,6,1,壬辰,丙,子,乙,酉,甲,午,辛,酉,丁亥,False,False,False,食神,正印,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,正印,正財,False,True,七殺,七殺,劫財,傷官,0,2,no,no,no,yes,no,no,no,26,21-30,False,True,False,True,False,False,False,False,False
70,2014-07-01,2003-03-10,41.0,11.0,Necesario,1.0,1972-09-04,PREPARATORIA,2003,1972,2014,9,4,1,辛亥,壬,子,戊,戌,戊,申,壬,子,癸未,False,False,False,正財,劫財,True,False,True,False,False,比和,False,False,False,False,False,0,傷官,偏財,False,True,偏財,正財,比肩,食神,2,0,no,no,no,no,no,no,no,31,21-30,False,True,False,False,False,False,True,False,False
71,2014-07-01,2002-02-26,32.0,7.0,Voluntario,,1982-01-27,PREPARATORIA,2002,1982,2014,1,27,1,己亥,丙,子,庚,戌,辛,丑,辛,酉,壬午,False,False,False,食神,七殺,False,False,False,False,False,日支生日干,True,False,False,False,False,0,正印,食神,False,False,劫財,劫財,劫財,正印,0,0,no,no,no,no,no,no,no,20,0-20,False,False,False,False,False,False,False,False,False
72,2000-08-01,1992-09-04,35.0,7.0,Voluntario,2.0,1965-01-05,SECUNDARIA,1992,1965,2000,1,5,1,己卯,甲,子,己,未,丙,子,甲,辰,壬申,False,False,False,正財,傷官,True,False,False,False,False,比和,False,False,False,False,False,0,比肩,七殺,False,False,正官,劫財,正印,偏財,1,1,no,no,no,no,no,no,no,27,21-30,False,False,False,False,False,False,True,False,False
73,2000-08-01,1995-05-27,37.0,5.0,Voluntario,1.0,1963-04-08,PROFESIONAL,1995,1963,2000,4,8,1,壬子,戊,子,辛,巳,丙,辰,癸,卯,乙亥,False,True,False,偏財,傷官,True,False,False,False,False,日支剋日干,False,False,False,False,False,0,傷官,食神,False,False,食神,偏財,正官,正印,1,1,no,no,no,no,no,no,no,32,31-40,False,False,False,False,False,False,True,False,False
74,2001-08-01,1988-07-23,35.0,13.0,Necesario,,1966-04-02,OTRO,1988,1966,2001,4,2,1,甲午,戊,子,辛,卯,辛,卯,丙,午,戊辰,False,False,False,正印,正印,False,False,False,False,False,日干剋日支,False,True,False,False,False,0,正財,正官,True,False,正官,正官,比肩,偏財,1,2,no,no,no,no,no,no,no,22,21-30,True,False,False,False,False,False,False,False,False
75,2003-08-01,1992-05-14,32.0,11.0,Voluntario,2.0,1971-03-13,PREPARATORIA,1992,1971,2003,3,13,1,己丑,庚,子,丁,酉,辛,卯,辛,亥,壬申,False,False,False,正官,正財,False,True,True,False,False,日干剋日支,False,True,False,False,False,0,食神,食神,False,False,偏財,正官,偏財,偏印,2,1,no,no,no,no,no,no,no,21,0-20,False,False,False,False,False,False,False,True,False
76,2003-08-01,1992-10-24,36.0,11.0,Voluntario,3.0,1966-09-01,PROFESIONAL,1992,1966,2003,9,1,1,己亥,壬,子,癸,亥,丙,申,丙,午,壬申,False,False,False,劫財,正印,False,False,False,False,False,比和,False,False,False,False,False,0,七殺,劫財,False,False,正財,正財,正財,正印,3,0,no,no,no,no,no,no,no,26,21-30,False,False,False,False,False,False,False,False,False
77,2003-08-01,1989-05-12,36.0,14.0,Voluntario,1.0,1967-02-26,SECUNDARIA,1989,1967,2003,2,26,1,庚子,戊,子,辛,酉,壬,寅,丁,未,己巳,False,False,False,偏印,七殺,False,False,False,False,False,比和,True,False,True,False,False,0,劫財,食神,False,False,七殺,偏印,傷官,正財,1,1,no,no,no,no,no,no,no,22,21-30,False,False,False,False,False,False,False,False,False
78,2006-08-01,1992-01-22,43.0,2.0,Voluntario,,1963-03-01,PREPARATORIA,1992,1963,2006,3,1,1,辛亥,壬,子,癸,卯,甲,寅,癸,卯,壬申,False,False,False,劫財,正印,False,False,False,False,False,日干生日支,False,False,True,False,False,0,偏印,劫財,False,False,比肩,食神,傷官,傷官,0,0,no,no,no,no,no,no,no,29,21-30,False,False,False,False,False,False,False,False,False
79,2006-08-01,1999-07-09,32.0,6.0,Necesario,1.0,1974-05-09,SECUNDARIA,1999,1974,2006,5,9,1,辛未,丙,子,庚,戌,己,巳,甲,寅,己卯,False,False,True,正印,正財,False,True,False,False,False,日支生日干,False,False,False,False,False,0,劫財,正印,False,False,偏財,偏財,正印,正官,2,1,no,no,no,no,no,no,no,25,21-30,False,False,False,False,False,False,False,True,False
80,2008-08-01,1967-05-08,68.0,41.0,Voluntario,6.0,1939-08-20,SIN ESCOLARIDAD,1967,1939,2008,8,20,1,己巳,甲,子,己,丑,壬,申,己,卯,丁未,False,True,False,偏印,比肩,False,False,False,False,False,比和,False,False,False,False,False,0,比肩,偏印,False,False,比肩,七殺,正財,傷官,1,1,no,no,no,no,no,no,no,28,21-30,False,False,False,False,False,False,False,False,False
81,2008-08-01,1997-03-08,42.0,11.0,Voluntario,,1965-12-17,PROFESIONAL,1997,1965,2008,12,17,1,乙酉,丙,子,乙,巳,戊,子,乙,巳,丁丑,False,False,False,食神,偏財,False,True,False,False,False,日干生日支,True,False,False,False,False,0,比肩,七殺,False,False,比肩,食神,正財,偏印,1,0,no,no,no,no,no,no,no,32,31-40,False,False,False,False,False,False,False,True,False
82,2011-08-01,1977-12-15,61.0,30.0,Necesario,2.0,1949-08-13,PROFESIONAL,1977,1949,2011,8,13,1,己巳,丙,子,乙,亥,壬,申,己,丑,丁巳,False,True,False,食神,食神,False,False,False,False,False,日支生日干,False,False,False,False,False,0,偏財,食神,True,False,偏財,偏財,正印,正官,2,1,no,no,no,no,no,no,no,28,21-30,True,False,True,False,False,False,False,False,True
83,2011-08-01,2002-06-10,31.0,9.0,Necesario,1.0,1980-04-14,PROFESIONAL,2002,1980,2011,4,14,1,壬午,庚,子,丁,巳,庚,辰,庚,申,壬午,False,False,False,正官,劫財,False,False,True,False,False,比和,False,True,False,False,True,0,正官,劫財,False,False,正財,正財,正財,傷官,3,0,yes,no,yes,no,no,no,yes,22,21-30,False,False,False,False,True,False,False,False,True
84,2011-08-01,2002-05-29,30.0,9.0,Necesario,2.0,1980-12-15,PROFESIONAL,2002,1980,2011,12,15,1,庚寅,庚,子,壬,戌,戊,子,庚,申,壬午,False,False,False,比肩,偏財,False,True,False,False,False,日支剋日干,True,False,False,False,False,1,偏印,食神,False,False,偏印,偏印,七殺,劫財,0,1,no,no,no,no,no,no,no,22,21-30,False,False,False,False,False,False,False,True,False
85,2011-08-01,1993-04-17,47.0,18.0,Necesario,1.0,1963-11-06,PROFESIONAL,1993,1963,2011,11,6,1,己未,壬,子,癸,丑,壬,戌,癸,卯,癸酉,False,False,False,比肩,偏印,False,False,False,False,False,日支剋日干,True,False,False,False,False,0,七殺,七殺,False,False,比肩,食神,劫財,正官,0,1,no,no,no,no,no,no,no,30,21-30,False,False,True,False,False,False,False,False,False
86,2012-08-01,2011-02-02,29.0,1.0,Voluntario,,1982-10-09,PROFESIONAL,2011,1982,2012,10,9,1,壬子,丙,子,乙,丑,庚,戌,壬,戌,辛卯,False,False,False,七殺,比肩,False,False,False,False,False,日干剋日支,False,False,False,False,False,0,正印,偏印,False,False,正印,正財,正官,正財,2,1,no,no,no,yes,no,no,no,29,21-30,False,False,False,True,False,False,False,False,False
87,2013-08-01,2008-06-20,32.0,5.0,Necesario,,1980-12-02,,2008,1980,2013,12,2,1,庚寅,甲,子,己,酉,丁,亥,庚,申,戊子,False,False,False,劫財,偏財,False,True,False,False,False,日干生日支,False,False,False,False,False,0,傷官,正官,False,False,傷官,傷官,偏印,正財,1,0,no,no,no,no,no,no,no,28,21-30,False,False,False,False,False,False,False,True,False
88,2000-09-01,1994-12-19,27.0,3.0,Voluntario,1.0,1972-11-17,PROFESIONAL,1994,1972,2000,11,17,1,癸丑,庚,子,壬,子,辛,亥,壬,子,甲戌,False,False,False,食神,七殺,False,False,False,False,False,比和,False,False,False,False,False,1,劫財,正官,False,False,比肩,劫財,正印,比肩,0,0,no,no,no,yes,no,no,no,22,21-30,False,False,False,True,False,False,False,False,False
89,2004-09-01,1999-05-28,31.0,5.0,Voluntario,1.0,1972-12-17,PROFESIONAL,1999,1972,2004,12,17,1,乙卯,庚,子,壬,午,壬,子,壬,子,己卯,False,False,False,正官,傷官,False,False,False,False,False,日干剋日支,False,False,False,False,False,1,傷官,傷官,False,False,比肩,劫財,比肩,劫財,0,0,no,no,no,no,no,no,no,27,21-30,False,False,False,False,False,False,False,False,True
90,2008-09-01,1993-08-10,38.0,15.0,Necesario,2.0,1970-01-22,PROFESIONAL,1993,1970,2008,1,22,1,乙亥,庚,子,壬,寅,丁,丑,己,酉,癸酉,False,False,False,劫財,正印,False,False,False,False,False,日干生日支,False,False,False,False,False,0,傷官,比肩,False,False,正官,正印,正財,正官,1,2,no,no,no,yes,no,no,no,23,21-30,False,False,False,True,False,False,False,False,False
91,2008-09-01,1994-12-24,45.0,13.0,Necesario,2.0,1963-02-09,PROFESIONAL,1994,1963,2008,2,9,1,庚戌,壬,子,癸,未,甲,寅,癸,卯,甲戌,False,False,False,傷官,正官,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,正印,正官,False,False,比肩,食神,傷官,傷官,0,0,no,no,no,no,no,no,no,31,21-30,False,False,False,False,False,False,False,False,True
92,2008-09-01,1993-11-18,49.0,15.0,Necesario,2.0,1958-12-02,PROFESIONAL,1993,1958,2008,12,2,1,丁卯,壬,子,癸,丑,癸,亥,戊,戌,癸酉,False,False,False,比肩,偏印,False,False,False,False,False,日支剋日干,True,False,False,False,False,1,偏財,食神,True,False,正官,正官,比肩,劫財,0,2,no,no,no,no,no,no,no,35,31-40,True,False,False,False,False,False,False,False,False
93,2008-09-01,2003-12-13,33.0,15.0,Necesario,2.0,1975-01-12,PROFESIONAL,2003,1975,2008,1,12,1,庚辰,壬,子,戊,午,丁,丑,甲,寅,癸未,False,False,True,正財,劫財,True,False,True,True,False,日支生日干,False,True,False,False,False,1,食神,比肩,False,False,七殺,七殺,正印,劫財,0,2,no,no,no,no,no,no,no,28,21-30,False,False,False,False,False,False,True,False,False
94,2011-09-01,1990-03-24,45.0,21.0,Necesario,1.0,1966-07-24,PREPARATORIA,1990,1966,2011,7,24,1,丁酉,甲,子,甲,申,乙,未,丙,午,庚午,False,False,False,七殺,食神,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,傷官,正官,False,False,食神,食神,劫財,正財,1,0,no,no,no,no,no,no,no,24,21-30,False,False,False,False,False,False,False,False,False
95,2011-09-01,1970-06-16,58.0,31.0,Necesario,2.0,1953-06-13,PROFESIONAL,1970,1953,2011,6,13,1,丙辰,丙,子,乙,未,戊,午,癸,巳,庚戌,False,False,False,正官,正財,False,True,True,False,False,日干剋日支,False,False,False,False,False,0,傷官,正財,False,True,偏印,食神,正財,傷官,1,0,yes,no,yes,no,no,no,yes,17,0-20,False,True,False,False,False,False,False,True,False
96,2007-10-01,1997-07-06,31.0,6.0,Necesario,1.0,1976-03-14,PREPARATORIA,1997,1976,2007,3,14,1,癸巳,丙,子,乙,丑,辛,卯,丙,辰,丁丑,True,False,False,食神,偏財,False,True,False,False,False,日干剋日支,False,False,False,False,False,1,偏印,食神,False,False,傷官,正財,七殺,比肩,1,1,no,no,no,no,no,no,no,21,0-20,False,False,False,False,False,False,False,True,False
97,2007-10-01,1989-02-25,40.0,18.0,Necesario,1.0,1966-10-24,SECUNDARIA,1989,1966,2007,10,24,1,庚子,戊,子,丙,辰,戊,戌,丙,午,己巳,False,False,False,傷官,劫財,False,False,False,False,False,日干生日支,False,False,False,False,False,0,偏財,正官,True,False,比肩,比肩,食神,食神,0,0,no,no,no,no,no,no,no,23,21-30,True,False,False,False,False,False,False,False,False
98,2007-10-01,1981-10-24,53.0,25.0,Necesario,3.0,1954-06-29,PROFESIONAL,1981,1954,2007,6,29,1,癸酉,戊,子,丙,辰,庚,午,甲,午,辛酉,False,False,True,正財,正財,True,True,True,True,True,日干生日支,False,False,False,False,False,1,正官,正財,False,True,偏印,比肩,偏財,比肩,1,0,no,no,no,yes,no,no,no,27,21-30,False,True,False,True,False,False,True,True,True
99,2008-10-01,1990-01-08,45.0,17.0,Necesario,,1962-10-15,PREPARATORIA,1990,1962,2008,10,15,1,癸丑,戊,子,丙,戌,庚,戌,壬,寅,庚午,False,False,False,偏財,比肩,True,False,False,False,False,日干生日支,True,False,False,False,False,0,正官,傷官,False,False,七殺,偏印,偏財,食神,1,1,no,no,no,no,no,no,no,28,21-30,False,False,False,False,False,False,True,False,False
100,2008-10-01,1998-08-24,36.0,10.0,Necesario,2.0,1972-02-27,PROFESIONAL,1998,1972,2008,2,27,1,乙巳,壬,子,戊,子,壬,寅,壬,子,戊寅,False,False,False,比肩,七殺,False,False,False,False,False,日干剋日支,False,False,False,False,False,0,正官,正印,False,False,偏財,正財,偏財,七殺,3,1,no,no,no,no,no,no,no,26,21-30,False,False,False,False,False,False,False,False,False
101,2009-10-01,2006-01-13,33.0,1.0,Voluntario,,1976-02-12,PROFESIONAL,2006,1976,2009,2,12,1,癸巳,甲,子,甲,午,庚,寅,丙,辰,丙戌,False,False,False,食神,偏財,False,True,False,False,False,日干生日支,True,False,False,False,False,1,正印,傷官,False,False,食神,偏財,七殺,比肩,1,1,no,no,no,no,no,no,no,30,21-30,False,False,False,False,False,False,False,True,False
102,2009-10-01,1996-06-11,43.0,13.0,Necesario,,1966-06-21,PRIMARIA,1996,1966,2009,6,21,1,丁酉,戊,子,辛,亥,甲,午,丙,午,丙子,False,False,False,正官,食神,False,False,True,False,False,日干生日支,False,True,False,False,False,0,七殺,比肩,False,False,正官,正官,正財,正官,1,3,no,no,no,no,no,no,no,30,21-30,False,False,False,False,False,False,False,False,False
103,2009-10-01,1982-05-13,59.0,20.0,Necesario,2.0,1949-12-10,PRIMARIA,1982,1949,2009,12,10,1,壬申,甲,子,甲,戌,丙,子,己,丑,壬戌,True,False,False,偏印,偏財,False,True,False,False,False,日干剋日支,False,False,False,False,False,0,偏印,七殺,False,False,正財,正財,食神,正印,2,0,no,no,no,no,no,no,no,33,31-40,False,False,False,False,False,False,False,True,False
104,2010-10-01,2008-02-16,28.0,2.0,Voluntario,,1982-03-08,PROFESIONAL,2008,1982,2010,3,8,1,乙巳,丙,子,庚,寅,癸,卯,壬,戌,戊子,False,False,False,偏印,傷官,False,False,False,False,False,日干剋日支,False,False,False,False,False,0,正財,正官,True,False,食神,偏印,傷官,正財,1,0,no,no,no,no,no,no,no,26,21-30,True,False,False,False,True,False,False,False,False
105,2010-10-01,2001-07-23,46.0,9.0,Necesario,,1964-04-26,,2001,1964,2010,4,26,1,壬申,丙,子,乙,巳,戊,辰,甲,辰,辛巳,True,False,False,七殺,食神,False,False,False,False,False,日干生日支,False,False,False,False,False,0,正印,正官,False,False,劫財,正財,正財,正財,3,0,no,no,no,yes,no,no,no,37,31-40,False,False,False,True,False,False,False,False,False
106,2000-11-01,1980-12-27,40.0,19.0,Voluntario,3.0,1960-03-29,PROFESIONAL,1980,1960,2000,3,29,1,辛巳,戊,子,丙,辰,己,卯,庚,子,庚申,False,False,False,偏財,偏財,True,True,False,False,True,日干生日支,True,False,False,False,False,0,正財,劫財,True,False,偏財,正官,傷官,正印,1,1,no,no,no,no,no,no,no,20,0-20,True,False,False,False,True,False,True,True,False
107,2000-11-01,1998-10-09,23.0,2.0,Voluntario,1.0,1977-05-19,PROFESIONAL,1998,1977,2000,5,19,1,癸卯,戊,子,丙,子,乙,巳,丁,巳,戊寅,False,False,False,食神,偏印,False,False,False,False,False,日支剋日干,False,False,False,False,False,1,正官,正印,False,False,劫財,劫財,正印,劫財,0,0,no,no,no,no,no,no,no,21,0-20,False,False,False,False,False,False,False,False,False
108,2012-11-01,1997-10-04,54.0,14.0,Voluntario,,1957-12-12,PROFESIONAL,1997,1957,2012,12,12,1,戊申,壬,子,戊,午,壬,子,丁,酉,丁丑,False,False,False,正印,劫財,False,False,False,False,False,日支生日干,False,False,False,False,False,0,比肩,食神,False,False,正印,傷官,偏財,正財,2,0,no,no,no,no,no,no,no,40,31-40,False,False,False,False,False,False,False,False,False
109,2012-11-01,1988-10-08,59.0,24.0,Voluntario,1.0,1952-12-15,PROFESIONAL,1988,1952,2012,12,15,1,乙卯,丙,子,乙,未,壬,子,壬,辰,戊辰,False,False,False,正財,正財,True,True,False,False,True,日干剋日支,False,False,False,False,False,0,比肩,比肩,False,False,正印,正財,正印,偏印,1,0,no,no,no,no,no,no,no,36,31-40,False,False,False,False,False,False,True,True,False
110,2013-11-01,2006-12-08,33.0,6.0,Voluntario,,1980-02-08,PROFESIONAL,2006,1980,2013,2,8,1,庚辰,戊,子,辛,亥,戊,寅,庚,申,丙戌,False,False,False,正官,正印,False,False,True,False,False,日干生日支,False,False,False,False,False,0,劫財,正印,False,False,劫財,劫財,正印,正財,1,0,yes,no,yes,no,no,no,yes,26,21-30,False,False,False,False,False,False,False,False,False
111,2004-12-01,1993-10-29,29.0,11.0,Voluntario,1.0,1975-08-29,PRIMARIA,1993,1975,2004,8,29,1,壬午,庚,子,丁,未,甲,申,乙,卯,癸酉,False,False,False,七殺,偏財,False,True,False,False,False,日干生日支,False,False,False,False,False,0,正官,劫財,False,False,偏印,偏印,正印,正財,1,0,no,no,no,yes,no,no,no,18,0-20,False,False,False,True,True,True,False,True,False
112,2004-12-01,1991-12-20,37.0,12.0,Voluntario,2.0,1967-01-03,PROFESIONAL,1991,1967,2004,1,3,1,癸卯,庚,子,丁,卯,庚,子,丙,午,辛未,False,False,False,偏財,食神,True,False,False,False,False,日支生日干,True,False,False,False,False,0,七殺,偏印,False,False,劫財,劫財,正財,七殺,1,1,no,no,no,no,no,no,no,24,21-30,False,False,False,False,False,False,True,False,False
113,2004-12-01,2002-05-06,28.0,2.0,Voluntario,,1976-04-21,SECUNDARIA,2002,1976,2004,4,21,1,乙未,壬,子,癸,卯,壬,辰,丙,辰,壬午,False,False,False,劫財,正財,False,True,False,False,False,日干生日支,False,False,False,False,False,0,食神,七殺,False,False,正財,正官,劫財,正官,1,2,no,no,no,no,no,no,no,26,21-30,False,False,False,False,False,False,False,True,False
